Date,E (PST),Stage,Month,Stage_m
2/13/2014,4:00:00 AM,20.08,February,6.120384
2/13/2014,5:00:00 AM,19.97,February,6.086856
2/13/2014,6:00:00 AM,19.87,February,6.056376
2/13/2014,7:00:00 AM,19.77,February,6.025896
2/13/2014,8:00:00 AM,19.63,February,5.983224
2/13/2014,9:00:00 AM,19.5,February,5.9436
2/13/2014,10:00:00 AM,19.38,February,5.907024
2/13/2014,11:00:00 AM,19.26,February,5.870448
2/13/2014,12:00:00 PM,19.14,February,5.833872
2/13/2014,1:00:00 PM,19.02,February,5.797296
2/13/2014,2:00:00 PM,18.9,February,5.76072
2/13/2014,3:00:00 PM,18.77,February,5.721096
2/13/2014,4:00:00 PM,18.65,February,5.68452
2/13/2014,5:00:00 PM,18.54,February,5.650992
2/13/2014,6:00:00 PM,18.43,February,5.617464
2/13/2014,7:00:00 PM,18.32,February,5.583936
2/13/2014,8:00:00 PM,18.22,February,5.553456
2/13/2014,9:00:00 PM,18.12,February,5.522976
2/13/2014,10:00:00 PM,18.02,February,5.492496
2/13/2014,11:00:00 PM,17.92,February,5.462016
2/14/2014,12:00:00 AM,17.83,February,5.434584
2/14/2014,1:00:00 AM,17.73,February,5.404104
2/14/2014,2:00:00 AM,17.64,February,5.376672
2/14/2014,3:00:00 AM,17.55,February,5.34924
2/14/2014,4:00:00 AM,17.47,February,5.324856
2/14/2014,5:00:00 AM,17.39,February,5.300472
2/14/2014,6:00:00 AM,17.31,February,5.276088
2/14/2014,7:00:00 AM,17.24,February,5.254752
2/14/2014,8:00:00 AM,17.16,February,5.230368
2/14/2014,9:00:00 AM,17.09,February,5.209032
2/14/2014,10:00:00 AM,17.02,February,5.187696
2/14/2014,11:00:00 AM,16.96,February,5.169408
2/14/2014,12:00:00 PM,16.9,February,5.15112
2/14/2014,1:00:00 PM,16.83,February,5.129784
2/14/2014,2:00:00 PM,16.76,February,5.108448
2/14/2014,3:00:00 PM,16.69,February,5.087112
2/14/2014,4:00:00 PM,16.63,February,5.068824
2/14/2014,5:00:00 PM,16.57,February,5.050536
2/14/2014,6:00:00 PM,16.51,February,5.032248
2/14/2014,7:00:00 PM,16.46,February,5.017008
2/14/2014,8:00:00 PM,16.41,February,5.001768
2/14/2014,9:00:00 PM,16.36,February,4.986528
2/14/2014,10:00:00 PM,16.32,February,4.974336
2/14/2014,11:00:00 PM,16.29,February,4.965192
2/15/2014,12:00:00 AM,16.26,February,4.956048
2/15/2014,1:00:00 AM,16.24,February,4.949952
2/15/2014,2:00:00 AM,16.23,February,4.946904
2/15/2014,3:00:00 AM,16.22,February,4.943856
2/15/2014,4:00:00 AM,16.22,February,4.943856
2/15/2014,5:00:00 AM,16.21,February,4.940808
2/15/2014,6:00:00 AM,16.21,February,4.940808
2/15/2014,7:00:00 AM,16.2,February,4.93776
2/15/2014,8:00:00 AM,16.2,February,4.93776
2/15/2014,9:00:00 AM,16.19,February,4.934712
2/15/2014,10:00:00 AM,16.18,February,4.931664
2/15/2014,11:00:00 AM,16.18,February,4.931664
2/15/2014,12:00:00 PM,16.17,February,4.928616
2/15/2014,1:00:00 PM,16.16,February,4.925568
2/15/2014,2:00:00 PM,16.14,February,4.919472
2/15/2014,3:00:00 PM,16.13,February,4.916424
2/15/2014,4:00:00 PM,16.11,February,4.910328
2/15/2014,5:00:00 PM,16.1,February,4.90728
2/15/2014,6:00:00 PM,16.08,February,4.901184
2/15/2014,7:00:00 PM,16.06,February,4.895088
2/15/2014,8:00:00 PM,16.05,February,4.89204
2/15/2014,9:00:00 PM,16.03,February,4.885944
2/15/2014,10:00:00 PM,16.02,February,4.882896
2/15/2014,11:00:00 PM,16,February,4.8768
2/16/2014,12:00:00 AM,16,February,4.8768
2/16/2014,1:00:00 AM,15.99,February,4.873752
2/16/2014,2:00:00 AM,15.99,February,4.873752
2/16/2014,3:00:00 AM,15.98,February,4.870704
2/16/2014,4:00:00 AM,15.98,February,4.870704
2/16/2014,5:00:00 AM,15.97,February,4.867656
2/16/2014,6:00:00 AM,15.97,February,4.867656
2/16/2014,7:00:00 AM,15.96,February,4.864608
2/16/2014,8:00:00 AM,15.95,February,4.86156
2/16/2014,9:00:00 AM,15.95,February,4.86156
2/16/2014,10:00:00 AM,15.94,February,4.858512
2/16/2014,11:00:00 AM,15.93,February,4.855464
2/16/2014,12:00:00 PM,15.92,February,4.852416
2/16/2014,1:00:00 PM,15.91,February,4.849368
2/16/2014,2:00:00 PM,15.89,February,4.843272
2/16/2014,3:00:00 PM,15.88,February,4.840224
2/16/2014,4:00:00 PM,15.86,February,4.834128
2/16/2014,5:00:00 PM,15.85,February,4.83108
2/16/2014,6:00:00 PM,15.83,February,4.824984
2/16/2014,7:00:00 PM,15.81,February,4.818888
2/16/2014,8:00:00 PM,15.8,February,4.81584
2/16/2014,9:00:00 PM,15.78,February,4.809744
2/16/2014,10:00:00 PM,15.76,February,4.803648
2/16/2014,11:00:00 PM,15.74,February,4.797552
2/17/2014,12:00:00 AM,15.73,February,4.794504
2/17/2014,1:00:00 AM,15.71,February,4.788408
2/17/2014,2:00:00 AM,15.7,February,4.78536
2/17/2014,3:00:00 AM,15.69,February,4.782312
2/17/2014,4:00:00 AM,15.68,February,4.779264
2/17/2014,5:00:00 AM,15.67,February,4.776216
2/17/2014,6:00:00 AM,15.66,February,4.773168
2/17/2014,7:00:00 AM,15.66,February,4.773168
2/17/2014,8:00:00 AM,15.65,February,4.77012
2/17/2014,9:00:00 AM,15.63,February,4.764024
2/17/2014,10:00:00 AM,15.62,February,4.760976
2/17/2014,11:00:00 AM,15.6,February,4.75488
2/17/2014,12:00:00 PM,15.58,February,4.748784
2/17/2014,1:00:00 PM,15.57,February,4.745736
2/17/2014,2:00:00 PM,15.55,February,4.73964
2/17/2014,3:00:00 PM,15.53,February,4.733544
2/17/2014,4:00:00 PM,15.51,February,4.727448
2/17/2014,5:00:00 PM,15.49,February,4.721352
2/17/2014,6:00:00 PM,15.47,February,4.715256
2/17/2014,7:00:00 PM,15.45,February,4.70916
2/17/2014,8:00:00 PM,15.43,February,4.703064
2/17/2014,9:00:00 PM,15.41,February,4.696968
2/17/2014,10:00:00 PM,15.39,February,4.690872
2/17/2014,11:00:00 PM,15.37,February,4.684776
2/18/2014,12:00:00 AM,15.35,February,4.67868
2/18/2014,1:00:00 AM,15.34,February,4.675632
2/18/2014,2:00:00 AM,15.33,February,4.672584
2/18/2014,3:00:00 AM,15.32,February,4.669536
2/18/2014,4:00:00 AM,15.31,February,4.666488
2/18/2014,5:00:00 AM,15.3,February,4.66344
2/18/2014,6:00:00 AM,15.3,February,4.66344
2/18/2014,7:00:00 AM,15.3,February,4.66344
2/18/2014,8:00:00 AM,15.3,February,4.66344
2/18/2014,9:00:00 AM,15.29,February,4.660392
2/18/2014,10:00:00 AM,15.29,February,4.660392
2/18/2014,11:00:00 AM,15.29,February,4.660392
2/18/2014,12:00:00 PM,15.29,February,4.660392
2/18/2014,1:00:00 PM,15.29,February,4.660392
2/18/2014,2:00:00 PM,15.28,February,4.657344
2/18/2014,3:00:00 PM,15.28,February,4.657344
2/18/2014,4:00:00 PM,15.28,February,4.657344
2/18/2014,5:00:00 PM,15.27,February,4.654296
2/18/2014,6:00:00 PM,15.27,February,4.654296
2/18/2014,7:00:00 PM,15.26,February,4.651248
2/18/2014,8:00:00 PM,15.25,February,4.6482
2/18/2014,9:00:00 PM,15.24,February,4.645152
2/18/2014,10:00:00 PM,15.23,February,4.642104
2/18/2014,11:00:00 PM,15.22,February,4.639056
2/19/2014,12:00:00 AM,15.21,February,4.636008
2/19/2014,1:00:00 AM,15.2,February,4.63296
2/19/2014,2:00:00 AM,15.19,February,4.629912
2/19/2014,3:00:00 AM,15.17,February,4.623816
2/19/2014,4:00:00 AM,15.16,February,4.620768
2/19/2014,5:00:00 AM,15.15,February,4.61772
2/19/2014,6:00:00 AM,15.14,February,4.614672
2/19/2014,7:00:00 AM,15.13,February,4.611624
2/19/2014,8:00:00 AM,15.11,February,4.605528
2/19/2014,9:00:00 AM,15.09,February,4.599432
2/19/2014,10:00:00 AM,15.08,February,4.596384
2/19/2014,11:00:00 AM,15.07,February,4.593336
2/19/2014,12:00:00 PM,15.05,February,4.58724
2/19/2014,1:00:00 PM,15.04,February,4.584192
2/19/2014,2:00:00 PM,15.03,February,4.581144
2/19/2014,3:00:00 PM,15.02,February,4.578096
2/19/2014,4:00:00 PM,15.01,February,4.575048
2/19/2014,5:00:00 PM,14.99,February,4.568952
2/19/2014,6:00:00 PM,14.98,February,4.565904
2/19/2014,7:00:00 PM,14.96,February,4.559808
2/19/2014,8:00:00 PM,14.95,February,4.55676
2/19/2014,9:00:00 PM,14.93,February,4.550664
2/19/2014,10:00:00 PM,14.92,February,4.547616
2/19/2014,11:00:00 PM,14.9,February,4.54152
2/20/2014,12:00:00 AM,14.87,February,4.532376
2/20/2014,1:00:00 AM,14.86,February,4.529328
2/20/2014,2:00:00 AM,14.84,February,4.523232
2/20/2014,3:00:00 AM,14.82,February,4.517136
2/20/2014,4:00:00 AM,14.8,February,4.51104
2/20/2014,5:00:00 AM,14.79,February,4.507992
2/20/2014,6:00:00 AM,14.77,February,4.501896
2/20/2014,7:00:00 AM,14.75,February,4.4958
2/20/2014,8:00:00 AM,14.72,February,4.486656
2/20/2014,9:00:00 AM,14.7,February,4.48056
2/20/2014,10:00:00 AM,14.68,February,4.474464
2/20/2014,11:00:00 AM,14.66,February,4.468368
2/20/2014,12:00:00 PM,14.64,February,4.462272
2/20/2014,1:00:00 PM,14.62,February,4.456176
2/20/2014,2:00:00 PM,14.6,February,4.45008
2/20/2014,3:00:00 PM,14.58,February,4.443984
2/20/2014,4:00:00 PM,14.56,February,4.437888
2/20/2014,5:00:00 PM,14.55,February,4.43484
2/20/2014,6:00:00 PM,14.53,February,4.428744
2/20/2014,7:00:00 PM,14.52,February,4.425696
2/20/2014,8:00:00 PM,14.51,February,4.422648
2/20/2014,9:00:00 PM,14.49,February,4.416552
2/20/2014,10:00:00 PM,14.48,February,4.413504
2/20/2014,11:00:00 PM,14.47,February,4.410456
2/21/2014,12:00:00 AM,14.45,February,4.40436
2/21/2014,1:00:00 AM,14.44,February,4.401312
2/21/2014,2:00:00 AM,14.43,February,4.398264
2/21/2014,3:00:00 AM,14.42,February,4.395216
2/21/2014,4:00:00 AM,14.41,February,4.392168
2/21/2014,5:00:00 AM,14.4,February,4.38912
2/21/2014,6:00:00 AM,14.39,February,4.386072
2/21/2014,7:00:00 AM,14.38,February,4.383024
2/21/2014,8:00:00 AM,14.37,February,4.379976
2/21/2014,9:00:00 AM,14.36,February,4.376928
2/21/2014,10:00:00 AM,14.35,February,4.37388
2/21/2014,11:00:00 AM,14.33,February,4.367784
2/21/2014,12:00:00 PM,14.32,February,4.364736
2/21/2014,1:00:00 PM,14.32,February,4.364736
2/21/2014,2:00:00 PM,14.31,February,4.361688
2/21/2014,3:00:00 PM,14.3,February,4.35864
2/21/2014,4:00:00 PM,14.29,February,4.355592
2/21/2014,5:00:00 PM,14.29,February,4.355592
2/21/2014,6:00:00 PM,14.28,February,4.352544
2/21/2014,7:00:00 PM,14.27,February,4.349496
2/21/2014,8:00:00 PM,14.26,February,4.346448
2/21/2014,9:00:00 PM,14.25,February,4.3434
2/21/2014,10:00:00 PM,14.24,February,4.340352
2/21/2014,11:00:00 PM,14.22,February,4.334256
2/22/2014,12:00:00 AM,14.21,February,4.331208
2/22/2014,1:00:00 AM,14.19,February,4.325112
2/22/2014,2:00:00 AM,14.17,February,4.319016
2/22/2014,3:00:00 AM,14.15,February,4.31292
2/22/2014,4:00:00 AM,14.13,February,4.306824
2/22/2014,5:00:00 AM,14.1,February,4.29768
2/22/2014,6:00:00 AM,14.07,February,4.288536
2/22/2014,7:00:00 AM,14.05,February,4.28244
2/22/2014,8:00:00 AM,14.02,February,4.273296
2/22/2014,9:00:00 AM,13.99,February,4.264152
2/22/2014,10:00:00 AM,13.97,February,4.258056
2/22/2014,11:00:00 AM,13.94,February,4.248912
2/22/2014,12:00:00 PM,13.92,February,4.242816
2/22/2014,1:00:00 PM,13.89,February,4.233672
2/22/2014,2:00:00 PM,13.87,February,4.227576
2/22/2014,3:00:00 PM,13.85,February,4.22148
2/22/2014,4:00:00 PM,13.84,February,4.218432
2/22/2014,5:00:00 PM,13.82,February,4.212336
2/22/2014,6:00:00 PM,13.8,February,4.20624
2/22/2014,7:00:00 PM,13.78,February,4.200144
2/22/2014,8:00:00 PM,13.77,February,4.197096
2/22/2014,9:00:00 PM,13.75,February,4.191
2/22/2014,10:00:00 PM,13.73,February,4.184904
2/22/2014,11:00:00 PM,13.71,February,4.178808
2/23/2014,12:00:00 AM,13.69,February,4.172712
2/23/2014,1:00:00 AM,13.68,February,4.169664
2/23/2014,2:00:00 AM,13.66,February,4.163568
2/23/2014,3:00:00 AM,13.64,February,4.157472
2/23/2014,4:00:00 AM,13.62,February,4.151376
2/23/2014,5:00:00 AM,13.61,February,4.148328
2/23/2014,6:00:00 AM,13.59,February,4.142232
2/23/2014,7:00:00 AM,13.58,February,4.139184
2/23/2014,8:00:00 AM,13.56,February,4.133088
2/23/2014,9:00:00 AM,13.54,February,4.126992
2/23/2014,10:00:00 AM,13.52,February,4.120896
2/23/2014,11:00:00 AM,13.51,February,4.117848
2/23/2014,12:00:00 PM,13.49,February,4.111752
2/23/2014,1:00:00 PM,13.48,February,4.108704
2/23/2014,2:00:00 PM,13.46,February,4.102608
2/23/2014,3:00:00 PM,13.46,February,4.102608
2/23/2014,4:00:00 PM,13.45,February,4.09956
2/23/2014,5:00:00 PM,13.45,February,4.09956
2/23/2014,6:00:00 PM,13.45,February,4.09956
2/23/2014,7:00:00 PM,13.44,February,4.096512
2/23/2014,8:00:00 PM,13.44,February,4.096512
2/23/2014,9:00:00 PM,13.44,February,4.096512
2/23/2014,10:00:00 PM,13.44,February,4.096512
2/23/2014,11:00:00 PM,13.43,February,4.093464
2/24/2014,12:00:00 AM,13.43,February,4.093464
2/24/2014,1:00:00 AM,13.42,February,4.090416
2/24/2014,2:00:00 AM,13.41,February,4.087368
2/24/2014,3:00:00 AM,13.41,February,4.087368
2/24/2014,4:00:00 AM,13.4,February,4.08432
2/24/2014,5:00:00 AM,13.39,February,4.081272
2/24/2014,6:00:00 AM,13.38,February,4.078224
2/24/2014,7:00:00 AM,13.37,February,4.075176
2/24/2014,8:00:00 AM,13.37,February,4.075176
2/24/2014,9:00:00 AM,13.36,February,4.072128
2/24/2014,10:00:00 AM,13.36,February,4.072128
2/24/2014,11:00:00 AM,13.36,February,4.072128
2/24/2014,12:00:00 PM,13.35,February,4.06908
2/24/2014,1:00:00 PM,13.34,February,4.066032
2/24/2014,2:00:00 PM,13.34,February,4.066032
2/24/2014,3:00:00 PM,13.33,February,4.062984
2/24/2014,4:00:00 PM,13.32,February,4.059936
2/24/2014,5:00:00 PM,13.32,February,4.059936
2/24/2014,6:00:00 PM,13.32,February,4.059936
2/24/2014,7:00:00 PM,13.31,February,4.056888
2/24/2014,8:00:00 PM,13.31,February,4.056888
2/24/2014,9:00:00 PM,13.31,February,4.056888
2/24/2014,10:00:00 PM,13.31,February,4.056888
2/24/2014,11:00:00 PM,13.31,February,4.056888
2/25/2014,12:00:00 AM,13.3,February,4.05384
2/25/2014,1:00:00 AM,13.3,February,4.05384
2/25/2014,2:00:00 AM,13.29,February,4.050792
2/25/2014,3:00:00 AM,13.29,February,4.050792
2/25/2014,4:00:00 AM,13.29,February,4.050792
2/25/2014,5:00:00 AM,13.28,February,4.047744
2/25/2014,6:00:00 AM,13.27,February,4.044696
2/25/2014,7:00:00 AM,13.26,February,4.041648
2/25/2014,8:00:00 AM,13.26,February,4.041648
2/25/2014,9:00:00 AM,13.26,February,4.041648
2/25/2014,10:00:00 AM,13.26,February,4.041648
2/25/2014,11:00:00 AM,13.26,February,4.041648
2/25/2014,12:00:00 PM,13.26,February,4.041648
2/25/2014,1:00:00 PM,13.26,February,4.041648
2/25/2014,2:00:00 PM,13.26,February,4.041648
2/25/2014,3:00:00 PM,13.26,February,4.041648
2/25/2014,4:00:00 PM,13.26,February,4.041648
2/25/2014,5:00:00 PM,13.27,February,4.044696
2/25/2014,6:00:00 PM,13.27,February,4.044696
2/25/2014,7:00:00 PM,13.27,February,4.044696
2/25/2014,8:00:00 PM,13.28,February,4.047744
2/25/2014,9:00:00 PM,13.29,February,4.050792
2/25/2014,10:00:00 PM,13.28,February,4.047744
2/25/2014,11:00:00 PM,13.28,February,4.047744
2/26/2014,12:00:00 AM,13.28,February,4.047744
2/26/2014,1:00:00 AM,13.27,February,4.044696
2/26/2014,2:00:00 AM,13.27,February,4.044696
2/26/2014,3:00:00 AM,13.26,February,4.041648
2/26/2014,4:00:00 AM,13.25,February,4.0386
2/26/2014,5:00:00 AM,13.24,February,4.035552
2/26/2014,6:00:00 AM,13.24,February,4.035552
2/26/2014,7:00:00 AM,13.23,February,4.032504
2/26/2014,8:00:00 AM,13.22,February,4.029456
2/26/2014,9:00:00 AM,13.22,February,4.029456
2/26/2014,10:00:00 AM,13.21,February,4.026408
2/26/2014,11:00:00 AM,13.21,February,4.026408
2/26/2014,12:00:00 PM,13.21,February,4.026408
2/26/2014,1:00:00 PM,13.22,February,4.029456
2/26/2014,2:00:00 PM,,February,
2/26/2014,3:00:00 PM,13.21,February,4.026408
2/26/2014,4:00:00 PM,13.21,February,4.026408
2/26/2014,5:00:00 PM,13.21,February,4.026408
2/26/2014,6:00:00 PM,13.21,February,4.026408
2/26/2014,7:00:00 PM,13.21,February,4.026408
2/26/2014,8:00:00 PM,13.21,February,4.026408
2/26/2014,9:00:00 PM,13.22,February,4.029456
2/26/2014,10:00:00 PM,13.22,February,4.029456
2/26/2014,11:00:00 PM,13.23,February,4.032504
2/27/2014,12:00:00 AM,13.24,February,4.035552
2/27/2014,1:00:00 AM,13.24,February,4.035552
2/27/2014,2:00:00 AM,13.25,February,4.0386
2/27/2014,3:00:00 AM,13.25,February,4.0386
2/27/2014,4:00:00 AM,13.25,February,4.0386
2/27/2014,5:00:00 AM,13.26,February,4.041648
2/27/2014,6:00:00 AM,13.26,February,4.041648
2/27/2014,7:00:00 AM,13.26,February,4.041648
2/27/2014,8:00:00 AM,13.25,February,4.0386
2/27/2014,9:00:00 AM,13.25,February,4.0386
2/27/2014,10:00:00 AM,13.26,February,4.041648
2/27/2014,11:00:00 AM,13.26,February,4.041648
2/27/2014,12:00:00 PM,13.27,February,4.044696
2/27/2014,1:00:00 PM,13.26,February,4.041648
2/27/2014,2:00:00 PM,13.27,February,4.044696
2/27/2014,3:00:00 PM,13.27,February,4.044696
2/27/2014,4:00:00 PM,13.28,February,4.047744
2/27/2014,5:00:00 PM,13.3,February,4.05384
2/27/2014,6:00:00 PM,13.32,February,4.059936
2/27/2014,7:00:00 PM,13.34,February,4.066032
2/27/2014,8:00:00 PM,13.39,February,4.081272
2/27/2014,9:00:00 PM,13.42,February,4.090416
2/27/2014,10:00:00 PM,13.46,February,4.102608
2/27/2014,11:00:00 PM,13.5,February,4.1148
2/28/2014,12:00:00 AM,13.54,February,4.126992
2/28/2014,1:00:00 AM,13.58,February,4.139184
2/28/2014,2:00:00 AM,13.62,February,4.151376
2/28/2014,3:00:00 AM,13.63,February,4.154424
2/28/2014,4:00:00 AM,13.67,February,4.166616
2/28/2014,5:00:00 AM,13.71,February,4.178808
2/28/2014,6:00:00 AM,13.72,February,4.181856
2/28/2014,7:00:00 AM,13.75,February,4.191
2/28/2014,8:00:00 AM,13.78,February,4.200144
2/28/2014,9:00:00 AM,13.81,February,4.209288
2/28/2014,10:00:00 AM,13.82,February,4.212336
2/28/2014,11:00:00 AM,13.84,February,4.218432
2/28/2014,12:00:00 PM,13.87,February,4.227576
2/28/2014,1:00:00 PM,13.88,February,4.230624
2/28/2014,2:00:00 PM,13.92,February,4.242816
2/28/2014,3:00:00 PM,13.97,February,4.258056
2/28/2014,4:00:00 PM,14.02,February,4.273296
2/28/2014,5:00:00 PM,14.07,February,4.288536
2/28/2014,6:00:00 PM,14.16,February,4.315968
2/28/2014,7:00:00 PM,14.3,February,4.35864
2/28/2014,8:00:00 PM,14.37,February,4.379976
2/28/2014,9:00:00 PM,14.52,February,4.425696
2/28/2014,10:00:00 PM,14.73,February,4.489704
2/28/2014,11:00:00 PM,14.99,February,4.568952
3/1/2014,12:00:00 AM,15.25,March,4.6482
3/1/2014,1:00:00 AM,15.48,March,4.718304
3/1/2014,2:00:00 AM,15.74,March,4.797552
3/1/2014,3:00:00 AM,15.96,March,4.864608
3/1/2014,4:00:00 AM,16.18,March,4.931664
3/1/2014,5:00:00 AM,16.4,March,4.99872
3/1/2014,6:00:00 AM,16.65,March,5.07492
3/1/2014,7:00:00 AM,16.85,March,5.13588
3/1/2014,8:00:00 AM,17.07,March,5.202936
3/1/2014,9:00:00 AM,17.3,March,5.27304
3/1/2014,10:00:00 AM,17.47,March,5.324856
3/1/2014,11:00:00 AM,17.66,March,5.382768
3/1/2014,12:00:00 PM,17.89,March,5.452872
3/1/2014,1:00:00 PM,18.06,March,5.504688
3/1/2014,2:00:00 PM,18.27,March,5.568696
3/1/2014,3:00:00 PM,18.48,March,5.632704
3/1/2014,4:00:00 PM,18.69,March,5.696712
3/1/2014,5:00:00 PM,18.86,March,5.748528
3/1/2014,6:00:00 PM,19.02,March,5.797296
3/1/2014,7:00:00 PM,19.17,March,5.843016
3/1/2014,8:00:00 PM,19.29,March,5.879592
3/1/2014,9:00:00 PM,19.4,March,5.91312
3/1/2014,10:00:00 PM,19.49,March,5.940552
3/1/2014,11:00:00 PM,19.58,March,5.967984
3/2/2014,12:00:00 AM,19.68,March,5.998464
3/2/2014,1:00:00 AM,19.76,March,6.022848
3/2/2014,2:00:00 AM,19.83,March,6.044184
3/2/2014,3:00:00 AM,19.91,March,6.068568
3/2/2014,4:00:00 AM,20,March,6.096
3/2/2014,5:00:00 AM,20.06,March,6.114288
3/2/2014,6:00:00 AM,20.11,March,6.129528
3/2/2014,7:00:00 AM,20.16,March,6.144768
3/2/2014,8:00:00 AM,20.23,March,6.166104
3/2/2014,9:00:00 AM,20.28,March,6.181344
3/2/2014,10:00:00 AM,20.39,March,6.214872
3/2/2014,11:00:00 AM,20.37,March,6.208776
3/2/2014,12:00:00 PM,20.41,March,6.220968
3/2/2014,1:00:00 PM,20.46,March,6.236208
3/2/2014,2:00:00 PM,20.49,March,6.245352
3/2/2014,3:00:00 PM,20.53,March,6.257544
3/2/2014,4:00:00 PM,20.58,March,6.272784
3/2/2014,5:00:00 PM,20.63,March,6.288024
3/2/2014,6:00:00 PM,20.65,March,6.29412
3/2/2014,7:00:00 PM,20.68,March,6.303264
3/2/2014,8:00:00 PM,20.7,March,6.30936
3/2/2014,9:00:00 PM,20.73,March,6.318504
3/2/2014,10:00:00 PM,20.76,March,6.327648
3/2/2014,11:00:00 PM,20.79,March,6.336792
3/3/2014,12:00:00 AM,20.83,March,6.348984
3/3/2014,1:00:00 AM,20.89,March,6.367272
3/3/2014,2:00:00 AM,20.94,March,6.382512
3/3/2014,3:00:00 AM,21,March,6.4008
3/3/2014,4:00:00 AM,20.98,March,6.394704
3/3/2014,5:00:00 AM,21.06,March,6.419088
3/3/2014,6:00:00 AM,21.03,March,6.409944
3/3/2014,7:00:00 AM,21.05,March,6.41604
3/3/2014,8:00:00 AM,21.06,March,6.419088
3/3/2014,9:00:00 AM,21.07,March,6.422136
3/3/2014,10:00:00 AM,21.07,March,6.422136
3/3/2014,11:00:00 AM,21.04,March,6.412992
3/3/2014,12:00:00 PM,21.04,March,6.412992
3/3/2014,1:00:00 PM,20.88,March,6.364224
3/3/2014,2:00:00 PM,20.86,March,6.358128
3/3/2014,3:00:00 PM,20.83,March,6.348984
3/3/2014,4:00:00 PM,20.8,March,6.33984
3/3/2014,5:00:00 PM,20.77,March,6.330696
3/3/2014,6:00:00 PM,20.73,March,6.318504
3/3/2014,7:00:00 PM,20.68,March,6.303264
3/3/2014,8:00:00 PM,20.64,March,6.291072
3/3/2014,9:00:00 PM,20.58,March,6.272784
3/3/2014,10:00:00 PM,20.53,March,6.257544
3/3/2014,11:00:00 PM,20.47,March,6.239256
3/4/2014,12:00:00 AM,20.41,March,6.220968
3/4/2014,1:00:00 AM,20.35,March,6.20268
3/4/2014,2:00:00 AM,20.29,March,6.184392
3/4/2014,3:00:00 AM,20.23,March,6.166104
3/4/2014,4:00:00 AM,20.17,March,6.147816
3/4/2014,5:00:00 AM,20.11,March,6.129528
3/4/2014,6:00:00 AM,20.04,March,6.108192
3/4/2014,7:00:00 AM,19.97,March,6.086856
3/4/2014,8:00:00 AM,19.91,March,6.068568
3/4/2014,9:00:00 AM,19.84,March,6.047232
3/4/2014,10:00:00 AM,19.76,March,6.022848
3/4/2014,11:00:00 AM,19.68,March,5.998464
3/4/2014,12:00:00 PM,19.57,March,5.964936
3/4/2014,1:00:00 PM,19.43,March,5.922264
3/4/2014,2:00:00 PM,19.3,March,5.88264
3/4/2014,3:00:00 PM,19.19,March,5.849112
3/4/2014,4:00:00 PM,19.09,March,5.818632
3/4/2014,5:00:00 PM,19.01,March,5.794248
3/4/2014,6:00:00 PM,18.95,March,5.77596
3/4/2014,7:00:00 PM,18.9,March,5.76072
3/4/2014,8:00:00 PM,18.87,March,5.751576
3/4/2014,9:00:00 PM,18.85,March,5.74548
3/4/2014,10:00:00 PM,18.84,March,5.742432
3/4/2014,11:00:00 PM,18.84,March,5.742432
3/5/2014,12:00:00 AM,18.84,March,5.742432
3/5/2014,1:00:00 AM,18.86,March,5.748528
3/5/2014,2:00:00 AM,18.89,March,5.757672
3/5/2014,3:00:00 AM,18.94,March,5.772912
3/5/2014,4:00:00 AM,19,March,5.7912
3/5/2014,5:00:00 AM,19.08,March,5.815584
3/5/2014,6:00:00 AM,19.21,March,5.855208
3/5/2014,7:00:00 AM,19.33,March,5.891784
3/5/2014,8:00:00 AM,19.44,March,5.925312
3/5/2014,9:00:00 AM,19.62,March,5.980176
3/5/2014,10:00:00 AM,19.9,March,6.06552
3/5/2014,11:00:00 AM,20.19,March,6.153912
3/5/2014,12:00:00 PM,20.5,March,6.2484
3/5/2014,1:00:00 PM,20.8,March,6.33984
3/5/2014,2:00:00 PM,21.09,March,6.428232
3/5/2014,3:00:00 PM,21.39,March,6.519672
3/5/2014,4:00:00 PM,21.67,March,6.605016
3/5/2014,5:00:00 PM,21.94,March,6.687312
3/5/2014,6:00:00 PM,22.17,March,6.757416
3/5/2014,7:00:00 PM,22.4,March,6.82752
3/5/2014,8:00:00 PM,22.59,March,6.885432
3/5/2014,9:00:00 PM,22.76,March,6.937248
3/5/2014,10:00:00 PM,22.92,March,6.986016
3/5/2014,11:00:00 PM,23.08,March,7.034784
3/6/2014,12:00:00 AM,23.28,March,7.095744
3/6/2014,1:00:00 AM,23.48,March,7.156704
3/6/2014,2:00:00 AM,23.65,March,7.20852
3/6/2014,3:00:00 AM,23.75,March,7.239
3/6/2014,4:00:00 AM,23.82,March,7.260336
3/6/2014,5:00:00 AM,23.86,March,7.272528
3/6/2014,6:00:00 AM,23.97,March,7.306056
3/6/2014,7:00:00 AM,23.92,March,7.290816
3/6/2014,8:00:00 AM,23.93,March,7.293864
3/6/2014,9:00:00 AM,23.98,March,7.309104
3/6/2014,10:00:00 AM,23.98,March,7.309104
3/6/2014,11:00:00 AM,24,March,7.3152
3/6/2014,12:00:00 PM,23.94,March,7.296912
3/6/2014,1:00:00 PM,23.97,March,7.306056
3/6/2014,2:00:00 PM,23.96,March,7.303008
3/6/2014,3:00:00 PM,23.95,March,7.29996
3/6/2014,4:00:00 PM,23.98,March,7.309104
3/6/2014,5:00:00 PM,24.02,March,7.321296
